"FILE";"ROW";"PRDKEY";"YEAR";"MONTH";"INDICODECR";"COICOP";"DESCRIZIONE";"MARCA";"FORMATO";"MERCATO";"FAMIGLIA";"EAN";"TURNOVERCURR";"QUANTITYCURR";"PRICECURR";"COUNTPDVCURR";"TURNOVERPREV";"QUANTITYPREV";"PRICEPREV";"COUNTPDVPREV";"VTURNOVER";"VPRICE";"DESC";"DESCRIZIONE1";"UNITA";"QUANTITA";"UNITA.QUANTITA";"fm.d"
"B";"31513";"42563358";"2020";"5";"01020501";"01.1.8.3.0.00";"COLUSSI LA SUISSA NOBIO OVE UNI STD CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00350.0 GR";"LA SUISSA";"350GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8008429239348";"942.29";"763";"1.23";"46";"878.65";"317";"2.77";"52";"7.24292949411028";"-55.4442874840983";"COLUSSI  NOBIO OVE UNI STD CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00350.0 GR";"COLUSSI LA SUISSA NOBIO OVE UNI STD CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00350.0 GR";"GR";"350";"GR|350";0.997450126550459
"A";"55";"59799375";"2020";"5";"01020501";"01.1.8.3.0.00";"COLUSSI LA SUISSA NOBIO OVE UNI MAXI OVETTI CREMA CACAO CEREALI LATTE RIPIENI BUS 1 00400.0 GR";"LA SUISSA";"400GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8008429239416";"470.38";"325";"1.45";"61";"3300.12";"961";"3.43";"114";"-85.746578912282";"-57.8537302606246";"COLUSSI  NOBIO OVE UNI MAXI OVETTI CREMA CACAO CEREALI LATTE RIPIENI BUS 1 00400.0 GR";"COLUSSI LA SUISSA NOBIO OVE UNI MAXI OVETTI CREMA CACAO CEREALI LATTE RIPIENI BUS 1 00400.0 GR";"GR";"400";"GR|400";0.996285878342749
"B";"93746";"49868092";"2020";"5";"01020501";"01.1.8.3.0.00";"COLUSSI LA SUISSA NOBIO OVE UNI STD CREMA LATTE CEREALI LATTE RIPIENI CAPPELLIERA 1 00400.0 GR";"LA SUISSA";"400GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8008429277517";"1157.95";"301";"3.85";"85";"2899.91";"412";"7.04";"134";"-60.0694504312203";"-45.3442311550258";"COLUSSI  NOBIO OVE UNI STD CREMA LATTE CEREALI LATTE RIPIENI CAPPELLIERA 1 00400.0 GR";"COLUSSI LA SUISSA NOBIO OVE UNI STD CREMA LATTE CEREALI LATTE RIPIENI CAPPELLIERA 1 00400.0 GR";"GR";"400";"GR|400";0.996285878342749
"A";"76";"25397108";"2020";"5";"01020501";"01.1.8.3.0.00";"WITOR'S WITOR'S NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI SAC 1 00100.0 GR +PELUCHE";"WITOR'S";"100GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8003535052652";"559.36";"306";"1.83";"36";"2005.08";"704";"2.85";"80";"-72.1028587388034";"-35.818341673587";"  NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI SAC 1 00100.0 GR +PELUCHE";"WITOR'S WITOR'S NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI SAC 1 00100.0 GR +PELUCHE";"GR";"100";"GR|100";0.99546123019543
"B";"6328";"14069831";"2020";"5";"01020501";"01.1.8.3.0.00";"WITOR'S WITOR'S NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00120.0 GR";"WITOR'S";"120GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8003535027735";"1015.66";"1451";"0.7";"106";"5585.77";"5884";"0.95";"268";"-81.8170100093631";"-26.265531974564";"  NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00120.0 GR";"WITOR'S WITOR'S NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00120.0 GR";"GR";"120";"GR|120";0.99546123019543
"A";"128";"59536837";"2020";"5";"01020501";"01.1.8.3.0.00";"ZAINI ZAINI NOBIO OVE UNI OVETTI RUBY CREMA LATTE LATTE RIPIENI SAC 1 00128.0 GR";"ZAINI";"128GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8004735100969";"615.74";"541";"1.14";"94";"2594.65";"1539";"1.69";"162";"-76.2688609253657";"-32.4912698043212";"  NOBIO OVE UNI OVETTI RUBY CREMA LATTE LATTE RIPIENI SAC 1 00128.0 GR";"ZAINI ZAINI NOBIO OVE UNI OVETTI RUBY CREMA LATTE LATTE RIPIENI SAC 1 00128.0 GR";"GR";"128";"GR|128";0.971375479206072
"B";"130710";"25591502";"2020";"5";"01020501";"01.1.8.3.0.00";"ZAINI ZAINI NOBIO OVE UNI STD CREMA GIANDUIA LATTE RIPIENI SAC 1 00120.0 GR";"ZAINI";"120GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8004735092523";"16.75";"16";"1.05";"5";"62.48";"49";"1.28";"18";"-73.1914212548015";"-17.8987275928297";"  NOBIO OVE UNI STD CREMA GIANDUIA LATTE RIPIENI SAC 1 00120.0 GR";"ZAINI ZAINI NOBIO OVE UNI STD CREMA GIANDUIA LATTE RIPIENI SAC 1 00120.0 GR";"GR";"120";"GR|120";0.971375479206072
"A";"173";"42651480";"2020";"5";"01020501";"01.1.8.3.0.00";"ROVELLI ROVELLI NOBIO OVE UNI UN SACCO BUONO CREMA NOCCIOLA LATTE RIPIENI BUS 1 01000.0 GR";"ROVELLI";"1000GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8004333012268";"133.62";"58";"2.3";"11";"502.48";"129";"3.9";"28";"-73.4078968317147";"-40.8554946774344";"  NOBIO OVE UNI UN SACCO BUONO CREMA NOCCIOLA LATTE RIPIENI BUS 1 01000.0 GR";"ROVELLI ROVELLI NOBIO OVE UNI UN SACCO BUONO CREMA NOCCIOLA LATTE RIPIENI BUS 1 01000.0 GR";"GR";"1000";"GR|1000";0.945416543023037
"B";"19499";"25544904";"2020";"5";"01020501";"01.1.8.3.0.00";"ROVELLI ROVELLI NOBIO OVE UNI PERLA BIANCA CREMA LATTE LATTE RIPIENI BUS 1 01000.0 GR";"ROVELLI";"1000GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8004333000654";"86.77";"16";"5.42";"5";"316.93";"96";"3.3";"16";"-72.6217145741962";"64.2697125548228";"  NOBIO OVE UNI PERLA BIANCA CREMA LATTE LATTE RIPIENI BUS 1 01000.0 GR";"ROVELLI ROVELLI NOBIO OVE UNI PERLA BIANCA CREMA LATTE LATTE RIPIENI BUS 1 01000.0 GR";"GR";"1000";"GR|1000";0.945416543023037
"A";"157";"26393796";"2020";"5";"01020501";"01.1.8.3.0.00";"CONFETTI CRISPO CRISPO NOBIO OVE UNI SSC NAPOLI CREMA LATTE LATTE RIPIENI BUS 1 00150.0 GR";"CRISPO";"150GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8005085714899";"75.54";"101";"0.75";"15";"285.93";"256";"1.12";"37";"-73.580946385479";"-33.0368542047784";"CONFETTI   NOBIO OVE UNI SSC NAPOLI CREMA LATTE LATTE RIPIENI BUS 1 00150.0 GR";"CONFETTI CRISPO CRISPO NOBIO OVE UNI SSC NAPOLI CREMA LATTE LATTE RIPIENI BUS 1 00150.0 GR";"GR";"150";"GR|150";0.875210091883135
"B";"19555";"25558689";"2020";"5";"01020501";"01.1.8.3.0.00";"CONFETTI CRISPO CRISPO NOBIO OVE UNI STD CREMA LATTE NOCCIOLE LATTE RIPIENI BUS 1 00130.0 GR";"CRISPO";"130GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8005085713786";"477.63";"618";"0.77";"68";"1488.64";"1728";"0.86";"143";"-67.9150096732588";"-10.2866289893062";"CONFETTI   NOBIO OVE UNI STD CREMA LATTE NOCCIOLE LATTE RIPIENI BUS 1 00130.0 GR";"CONFETTI CRISPO CRISPO NOBIO OVE UNI STD CREMA LATTE NOCCIOLE LATTE RIPIENI BUS 1 00130.0 GR";"GR";"130";"GR|130";0.875210091883135
"A";"65";"22028578";"2020";"5";"01020501";"01.1.8.3.0.00";"VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI SWEET BOUQUET LATTE LATTE NON RIPIENI BOUQUET 1 00090.0 GR";"DOLCERIE VENEZIANE";"90GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8002749561486";"689.91";"272";"2.54";"59";"16649.96";"3028";"5.5";"545";"-95.8563864417692";"-53.871831417931";"VENEZIA  NOBIO OVE UNI SWEET BOUQUET LATTE LATTE NON RIPIENI BOUQUET 1 00090.0 GR";"VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI SWEET BOUQUET LATTE LATTE NON RIPIENI BOUQUET 1 00090.0 GR";"GR";"90";"GR|90";0.731551984483799
"B";"67457";"22144059";"2020";"5";"01020501";"01.1.8.3.0.00";"VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI SWEET GARDEN CREMA NOC CER LATTE RIPIENI BOUQUET 1 00075.0 GR";"DOLCERIE VENEZIANE";"75GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8002749560885";"49.87";"11";"4.53";"5";"1928.73";"332";"5.81";"121";"-97.4143607451535";"-21.9607061264525";"VENEZIA  NOBIO OVE UNI SWEET GARDEN CREMA NOC CER LATTE RIPIENI BOUQUET 1 00075.0 GR";"VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI SWEET GARDEN CREMA NOC CER LATTE RIPIENI BOUQUET 1 00075.0 GR";"GR";"75";"GR|75";0.731551984483799
"A";"33";"42805651";"2020";"5";"01020501";"01.1.8.3.0.00";"SORINI SORINI NOBIO OVE UNI CONIGLIETTO CREMA NOCCIOLA LATTE RIPIENI SCAT 1 00100.0 GR";"SORINI";"100GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8006423130500";"224.45";"228";"0.98";"34";"967.38";"506";"1.91";"54";"-76.7981558436188";"-48.5081879687331";"  NOBIO OVE UNI CONIGLIETTO CREMA NOCCIOLA LATTE RIPIENI SCAT 1 00100.0 GR";"SORINI SORINI NOBIO OVE UNI CONIGLIETTO CREMA NOCCIOLA LATTE RIPIENI SCAT 1 00100.0 GR";"GR";"100";"GR|100";0.667977686506818
"B";"74808";"25588501";"2020";"5";"01020501";"01.1.8.3.0.00";"SORINI SORINI NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI BUS 1 00110.0 GR";"SORINI";"110GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8006423241251";"397.9";"626";"0.64";"84";"1959.42";"2362";"0.83";"229";"-79.6929703687826";"-23.3782683882819";"  NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI BUS 1 00110.0 GR";"SORINI SORINI NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI BUS 1 00110.0 GR";"GR";"110";"GR|110";0.667977686506818
"A";"24";"3743989";"2020";"5";"01020501";"01.1.8.3.0.00";"WITOR'S WITOR'S NOBIO OVE UNI MINI CREMA NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"WITOR'S";"1000GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8003535007140";"4905.29";"1894";"2.59";"159";"16424.06";"4006";"4.1";"348";"-70.1335114460127";"-36.8293805980607";"  NOBIO OVE UNI MINI CREMA NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"WITOR'S WITOR'S NOBIO OVE UNI MINI CREMA NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"GR";"1000";"GR|1000";0.5507326052982
"B";"36473";"4597844";"2020";"5";"01020501";"01.1.8.3.0.00";"WITOR'S DELICIA NOBIO OVE UNI MINI NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"DELICIA";"1000GR";"Ovetti Pieni o Ripieni Latte (Ciocc. al)";"OVETTI PIENI O RIPIENI";"8003535011284";"253.17";"67";"3.78";"8";"430.48";"94";"4.58";"9";"-41.1889054079167";"-17.4889120648384";"WITOR'S  NOBIO OVE UNI MINI NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"WITOR'S DELICIA NOBIO OVE UNI MINI NOCCIOLA LATTE RIPIENI SAC 1 01000.0 GR";"GR";"1000";"GR|1000";0.5507326052982
"A";"95";"41313386";"2020";"5";"03100203";"01.1.1.6.1.02";"CASA BURATTI CASA BURATTI UOVO TAGLIATELLE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI";"400GR";"Pasta Fresca non Ripiena Pasta all Uovo";"PASTA FRESCA NON RIPIENA";"8034115178073";"34.98";"31";"1.13";"8";"189.33";"96";"1.97";"34";"-81.5243226113136";"-42.7849990543904";"  UOVO TAGLIATELLE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI CASA BURATTI UOVO TAGLIATELLE LUNGA STD NOBIO 1 0400 GR SAC";"GR";"400";"GR|400";1
"B";"32512";"44109920";"2020";"5";"03100203";"01.1.1.6.1.02";"CASA BURATTI CASA BURATTI UOVO PAPPARDELLE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI";"400GR";"Pasta Fresca non Ripiena Pasta all Uovo";"PASTA FRESCA NON RIPIENA";"8034115178066";"31.37";"29";"1.08";"6";"18.32";"11";"1.67";"18";"71.2336244541485";"-35.0493148622195";"  UOVO PAPPARDELLE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI CASA BURATTI UOVO PAPPARDELLE LUNGA STD NOBIO 1 0400 GR SAC";"GR";"400";"GR|400";1
"A";"175";"42830355";"2020";"5";"03100203";"01.1.1.6.1.02";"CASA BURATTI CASA BURATTI UOVO TAGLIOLINI LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI";"400GR";"Pasta Fresca non Ripiena Pasta all Uovo";"PASTA FRESCA NON RIPIENA";"8034115178110";"53.26";"47";"1.13";"13";"184.3";"95";"1.94";"32";"-71.101465002713";"-41.5880675586751";"  UOVO TAGLIOLINI LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI CASA BURATTI UOVO TAGLIOLINI LUNGA STD NOBIO 1 0400 GR SAC";"GR";"400";"GR|400";1
"B";"88026";"44177958";"2020";"5";"03100203";"01.1.1.6.1.02";"CASA BURATTI CASA BURATTI UOVO FETTUCCINE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI";"400GR";"Pasta Fresca non Ripiena Pasta all Uovo";"PASTA FRESCA NON RIPIENA";"8034115178080";"33.32";"19";"1.75";"7";"116.29";"74";"1.57";"23";"-71.3474933356265";"11.5939733244022";"  UOVO FETTUCCINE LUNGA STD NOBIO 1 0400 GR SAC";"CASA BURATTI CASA BURATTI UOVO FETTUCCINE LUNGA STD NOBIO 1 0400 GR SAC";"GR";"400";"GR|400";1
"A";"44";"50560687";"2020";"5";"01010105";"01.1.1.4.2.00";"DOGHOUSE SAPORI SIENA SAPORI COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"SAPORI";"127GR";"Pasticceria Altra Unitipo";"PASTICCERIA";"8002590061289";"2130.69";"1722";"1.24";"131";"10679.3";"5941";"1.8";"367";"-80.048411412733";"-31.1658607450912";"DOGHOUSE  SIENA  COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"DOGHOUSE SAPORI SIENA SAPORI COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"GR";"127";"GR|127";1
"B";"94285";"51598159";"2020";"5";"01010105";"01.1.1.4.2.00";"DOGHOUSE SAPORI SIENA SAPORI COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA.CACAO.FAVE CACAO GRANELLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"SAPORI";"127GR";"Pasticceria Altra Unitipo";"PASTICCERIA";"8002590061296";"2279.34";"1718";"1.33";"194";"5159.43";"3001";"1.72";"273";"-55.821864043121";"-22.8296938261969";"DOGHOUSE  SIENA  COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA.CACAO.FAVE CACAO GRANELLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"DOGHOUSE SAPORI SIENA SAPORI COLOMBELLE PASTIC.SENZA FARINA 06 ALTRE VARIETA' MANDORLA.CACAO.FAVE CACAO GRANELLA UNITIPO SACCHETTO 01 00127.00 GR NOBIO PORZIONATA";"GR";"127";"GR|127";1
"A";"87";"36655282";"2020";"5";"01010102";"01.1.1.4.2.00";"SWEET BAKERY INTER. SWEET BAKERY INTER. RICOPERTI SWEET BAKERY INTER. UNITIPO PASTIC FROLLE PASQUALI 01 CIOCCOLATO PANNA VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"SWEET BAKERY INTER.";"150GR";"Pasticceria Ric./Gocce Ciocc/Glassa";"PASTICCERIA";"8049033615357";"123.05";"231";"0.53";"47";"455.33";"257";"1.77";"65";"-72.9756440383897";"-69.9339416357843";"  RICOPERTI  UNITIPO PASTIC FROLLE PASQUALI 01 CIOCCOLATO PANNA VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"SWEET BAKERY INTER. SWEET BAKERY INTER. RICOPERTI SWEET BAKERY INTER. UNITIPO PASTIC FROLLE PASQUALI 01 CIOCCOLATO PANNA VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"GR";"150";"GR|150";1
"B";"25281";"36616850";"2020";"5";"01010102";"01.1.1.4.2.00";"SWEET BAKERY INTER. SWEET BAKERY INTER. RICOPERTI SWEET BAKERY INTER. UNITIPO PASTIC CAMPANELLE 01 CIOCCOLATO VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"SWEET BAKERY INTER.";"150GR";"Pasticceria Ric./Gocce Ciocc/Glassa";"PASTICCERIA";"8049033615326";"35.66";"85";"0.42";"15";"77.35";"68";"1.14";"13";"-53.8978668390433";"-63.1182934712347";"  RICOPERTI  UNITIPO PASTIC CAMPANELLE 01 CIOCCOLATO VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"SWEET BAKERY INTER. SWEET BAKERY INTER. RICOPERTI SWEET BAKERY INTER. UNITIPO PASTIC CAMPANELLE 01 CIOCCOLATO VASCHETTA 01 PASTIC 00150.00 GR NOBIO NON PORZ.";"GR";"150";"GR|150";1
"A";"162";"33419442";"2020";"5";"01010103";"01.1.1.4.2.00";"COSTA GIUSEPPE COSTA GIUSEPPE RIPIENI COSTA GIUSEPPE UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE MODICANE CREMA CIOCCOLATO MODICANO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"COSTA GIUSEPPE";"120GR";"Pasticceria Ripiena";"PASTICCERIA";"8031780002344";"9.65";"15";"0.64";"4";"35.66";"27";"1.32";"13";"-72.9388670779585";"-51.2899607403253";"  RIPIENI  UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE MODICANE CREMA CIOCCOLATO MODICANO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"COSTA GIUSEPPE COSTA GIUSEPPE RIPIENI COSTA GIUSEPPE UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE MODICANE CREMA CIOCCOLATO MODICANO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"GR";"120";"GR|120";1
"B";"73372";"24735317";"2020";"5";"01010103";"01.1.1.4.2.00";"COSTA GIUSEPPE COSTA GIUSEPPE RIPIENI COSTA GIUSEPPE UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE PISTACCHIO CREMA PISTACCHIO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"COSTA GIUSEPPE";"120GR";"Pasticceria Ripiena";"PASTICCERIA";"8031780002306";"32.43";"20";"1.62";"6";"56.46";"43";"1.31";"13";"-42.5611052072264";"23.4936238044633";"  RIPIENI  UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE PISTACCHIO CREMA PISTACCHIO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"COSTA GIUSEPPE COSTA GIUSEPPE RIPIENI COSTA GIUSEPPE UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE PISTACCHIO CREMA PISTACCHIO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.";"GR";"120";"GR|120";1
"A";"184";"49961247";"2020";"5";"01020801";"01.1.8.3.0.00";"WAL-COR WAL-COR NOBIO PRAL L.O.L. SURPRISE! FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"WAL-COR";"45GR";"Praline - Cioccolatini Impulso inf 70 gr";"PRALINE e CIOCCOLATINI";"8001943024223";"26.29";"25";"1.05";"13";"89.76";"58";"1.55";"91";"-70.7107843137255";"-32.0490196078431";"  NOBIO PRAL L.O.L. SURPRISE! FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"WAL-COR WAL-COR NOBIO PRAL L.O.L. SURPRISE! FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"GR";"45";"GR|45";0.999821892867907
"B";"141772";"42050684";"2020";"5";"01020801";"01.1.8.3.0.00";"WAL-COR WAL-COR NOBIO PRAL PJMASK FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"WAL-COR";"45GR";"Praline - Cioccolatini Impulso inf 70 gr";"PRALINE e CIOCCOLATINI";"8001943022229";"255.43";"330";"0.77";"78";"309.41";"314";"0.99";"194";"-17.4461071070748";"-21.4487200958226";"  NOBIO PRAL PJMASK FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"WAL-COR WAL-COR NOBIO PRAL PJMASK FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET";"GR";"45";"GR|45";0.999821892867907
"A";"88";"36669724";"2020";"5";"03091301";"01.1.9.4.0.00";"SUSHI AWAY SUSHI AWAY SUSHI SPECIAL BOX SUSHI DELUXE 1 INSALATE 00290 GR NOBIO";"SUSHI AWAY";"290GR";"Secondi Piatti Base Pesce - Sushi";"SECONDI PIATTI BASE PESCE";"8033726441798";"120.53";"20";"6.03";"13";"4346.12";"487";"8.92";"86";"-97.2267217656208";"-32.4706749928672";"  SUSHI SPECIAL BOX SUSHI DELUXE 1 INSALATE 00290 GR NOBIO";"SUSHI AWAY SUSHI AWAY SUSHI SPECIAL BOX SUSHI DELUXE 1 INSALATE 00290 GR NOBIO";"GR";"290";"GR|290";0.999999999999753
"B";"80629";"36663963";"2020";"5";"03091301";"01.1.9.4.0.00";"SUSHI AWAY SUSHI AWAY SUSHI CLASSIC SUSHI DELUXE 1 INSALATE 00230 GR NOBIO";"SUSHI AWAY";"230GR";"Secondi Piatti Base Pesce - Sushi";"SECONDI PIATTI BASE PESCE";"8033726440814";"64.98";"10";"6.5";"2";"3999.76";"624";"6.41";"51";"-98.3754025241515";"1.37488249294958";"  SUSHI CLASSIC SUSHI DELUXE 1 INSALATE 00230 GR NOBIO";"SUSHI AWAY SUSHI AWAY SUSHI CLASSIC SUSHI DELUXE 1 INSALATE 00230 GR NOBIO";"GR";"230";"GR|230";0.999999999999753
"A";"11";"24738773";"2020";"5";"03090801";"01.1.9.4.0.00";"PARMACOTTO PARMACOTTO TONNO/POMODORO 1 02 TRAMEZZ 140 GR NOBIO";"PARMACOTTO";"140GR";"Snacks Salati Tramezzini / Toast";"SNACKS SALATI";"8008835001683";"267.74";"189";"1.42";"21";"2026.59";"991";"2.04";"78";"-86.7886449651878";"-30.7277627539743";"  TONNO/POMODORO 1 02 TRAMEZZ 140 GR NOBIO";"PARMACOTTO PARMACOTTO TONNO/POMODORO 1 02 TRAMEZZ 140 GR NOBIO";"GR";"140";"GR|140";0.999999987417254
"B";"73389";"24738770";"2020";"5";"03090801";"01.1.9.4.0.00";"PARMACOTTO PARMACOTTO P.COTTO/MOZZ 1 02 TRAMEZZ 140 GR NOBIO";"PARMACOTTO";"140GR";"Snacks Salati Tramezzini / Toast";"SNACKS SALATI";"8008835001676";"6288.39";"2192";"2.87";"81";"2782.79";"971";"2.87";"77";"125.974291987538";"0.100838284625499";"  P.COTTO/MOZZ 1 02 TRAMEZZ 140 GR NOBIO";"PARMACOTTO PARMACOTTO P.COTTO/MOZZ 1 02 TRAMEZZ 140 GR NOBIO";"GR";"140";"GR|140";0.999999987417254
"A";"19";"33796102";"2020";"5";"01180702";"01.1.4.6.0.00";"DOGHOUSE RISO SCOTTI CHICCOLAT BIO SENZA GLUTINE UHT RISO CALCIO BRICK 01 1000.0 BEV.SOIA ML";"CHICCOLAT";"1000ML";"Sostitutivi del Latte Uht Riso";"SOSTITUTIVI del LATTE UHT";"8001860250163";"16.33";"19";"0.86";"4";"182.42";"110";"1.66";"84";"-91.0481306874246";"-48.1733881903531";"DOGHOUSE RISO SCOTTI  BIO SENZA GLUTINE UHT RISO CALCIO BRICK 01 1000.0 BEV.SOIA ML";"DOGHOUSE RISO SCOTTI CHICCOLAT BIO SENZA GLUTINE UHT RISO CALCIO BRICK 01 1000.0 BEV.SOIA ML";"ML";"1000";"ML|1000";0.999905862423973
"B";"134950";"33796151";"2020";"5";"01180702";"01.1.4.6.0.00";"DOGHOUSE RISO SCOTTI CHICCOLAT BIO SENZA GLUTINE UHT RISO INTEGRALE BRICK 01 1000.0 BEV.SOIA ML";"CHICCOLAT";"1000ML";"Sostitutivi del Latte Uht Riso";"SOSTITUTIVI del LATTE UHT";"8001860250200";"4754.02";"1995";"2.38";"371";"3822.75";"1558";"2.45";"590";"24.3612582564907";"-2.87977926635961";"DOGHOUSE RISO SCOTTI  BIO SENZA GLUTINE UHT RISO INTEGRALE BRICK 01 1000.0 BEV.SOIA ML";"DOGHOUSE RISO SCOTTI CHICCOLAT BIO SENZA GLUTINE UHT RISO INTEGRALE BRICK 01 1000.0 BEV.SOIA ML";"ML";"1000";"ML|1000";0.999905862423973
"A";"60";"12672271";"2020";"5";"01090101";"01.1.9.1.0.00";"BARILLA BARILLA NOBIO BASILICO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"BARILLA";"500GR";"Sughi Pronti Base Pomod (Olio)";"SUGHI PRONTI E BASI";"8076809541466";"14.4";"18";"0.8";"2";"797.47";"633";"1.26";"77";"-98.1942894403551";"-36.4991786524885";"  NOBIO BASILICO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"BARILLA BARILLA NOBIO BASILICO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"GR";"500";"GR|500";0.999999999920199
